,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate
55979,2022,1,1,14,5,14/01/2022,DL,DL,19790,DL,2098,,,,,DL,19790,DL,N988AT,2098,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,815,814.0,-1.0,0.0,0.0,-1.0,0800-0859,14.0,828.0,911.0,3.0,937,914.0,-23.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,142.0,120.0,103.0,1.0,696.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
107333,2022,1,1,6,4,06/01/2022,AA,AA_CODESHARE,19805,AA,4116,,,,,MQ,20398,MQ,N256NN,4116,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10868,1086803,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,1015,1009.0,-6.0,0.0,0.0,-1.0,1000-1059,14.0,1023.0,1311.0,5.0,1333,1316.0,-17.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,138.0,127.0,108.0,1.0,922.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
547492,2022,1,1,9,7,09/01/2022,UA,UA_CODESHARE,19977,UA,3728,,,,,ZW,20046,ZW,N427ZW,3728,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,1125,1151.0,26.0,26.0,1.0,1.0,1100-1159,14.0,1205.0,1409.0,5.0,1410,1414.0,4.0,4.0,0.0,0.0,1400-1459,0.0,,0.0,105.0,83.0,64.0,1.0,473.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
132691,2022,1,1,20,4,20/01/2022,AA,AA_CODESHARE,19805,AA,5064,,,,,OH,20397,OH,N550NN,5064,13139,1313902,33139,LYH,"Lynchburg, VA",VA,51,Virginia,38,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1950,1941.0,-9.0,0.0,0.0,-1.0,1900-1959,13.0,1954.0,2046.0,11.0,2108,2057.0,-11.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,78.0,76.0,52.0,1.0,175.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
385610,2022,1,1,9,7,09/01/2022,AS,AS,19930,AS,65,,,,,AS,19930,AS,N613AS,65,14256,1425605,34256,PSG,"Petersburg, AK",AK,2,Alaska,1,12523,1252306,32523,JNU,"Juneau, AK",AK,2,Alaska,1,1301,,,,,,1300-1359,,,,,1344,,,,,,1300-1359,1.0,A,0.0,43.0,,,1.0,123.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
318263,2022,1,1,7,5,07/01/2022,AA,AA,19805,AA,1737,,,,,AA,19805,AA,N954NN,1737,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1304,1255.0,-9.0,0.0,0.0,-1.0,1300-1359,19.0,1314.0,1523.0,14.0,1547,1537.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,103.0,102.0,69.0,1.0,511.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
80167,2022,1,1,13,4,13/01/2022,G4,G4,20368,G4,2451,,,,,G4,20368,G4,232NV,2451,13256,1325602,33256,MFE,"Mission/McAllen/Edinburg, TX",TX,48,Texas,74,14761,1476107,34761,SFB,"Sanford, FL",FL,12,Florida,33,907,853.0,-14.0,0.0,0.0,-1.0,0900-0959,11.0,904.0,1216.0,7.0,1240,1223.0,-17.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,153.0,150.0,132.0,1.0,1059.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
426508,2022,1,1,1,6,01/01/2022,AA,AA_CODESHARE,19805,AA,3131,,,,,OO,20304,OO,N759EV,3131,10561,1056103,30561,BFL,"Bakersfield, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,938,935.0,-3.0,0.0,0.0,-1.0,0900-0959,30.0,1005.0,1212.0,5.0,1212,1217.0,5.0,5.0,0.0,0.0,1200-1259,0.0,,0.0,94.0,102.0,67.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
342322,2022,1,1,3,1,03/01/2022,AA,AA,19805,AA,936,,,,,AA,19805,AA,N9026C,936,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,15024,1502403,34945,STT,"Charlotte Amalie, VI",VI,78,U.S. Virgin Islands,4,925,921.0,-4.0,0.0,0.0,-1.0,0900-0959,24.0,945.0,1405.0,4.0,1419,1409.0,-10.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,234.0,228.0,200.0,1.0,1623.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
137445,2022,1,1,4,2,04/01/2022,AA,AA_CODESHARE,19805,AA,5229,,,,,OH,20397,OH,N560NN,5229,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11267,1126702,31267,DAY,"Dayton, OH",OH,39,Ohio,44,1512,1507.0,-5.0,0.0,0.0,-1.0,1500-1559,24.0,1531.0,1626.0,5.0,1642,1631.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,90.0,84.0,55.0,1.0,370.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
149815,2022,1,1,14,5,14/01/2022,AA,AA_CODESHARE,19805,AA,5645,,,,,OH,20397,OH,N588NN,5645,12323,1232305,32323,ILM,"Wilmington, NC",NC,37,North Carolina,36,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,2011,2001.0,-10.0,0.0,0.0,-1.0,2000-2059,18.0,2019.0,2057.0,16.0,2131,2113.0,-18.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,80.0,72.0,38.0,1.0,185.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
369801,2022,1,1,26,3,26/01/2022,AA,AA,19805,AA,2556,,,,,AA,19805,AA,N940AN,2556,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,615,606.0,-9.0,0.0,0.0,-1.0,0600-0659,11.0,617.0,920.0,15.0,1004,935.0,-29.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,169.0,149.0,123.0,1.0,1095.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
188837,2022,1,1,31,1,31/01/2022,WN,WN,19393,WN,185,,,,,WN,19393,WN,N7858A,185,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1905,1901.0,-4.0,0.0,0.0,-1.0,1900-1959,10.0,1911.0,1945.0,5.0,2005,1950.0,-15.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,120.0,109.0,94.0,1.0,648.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
414878,2022,1,1,24,1,24/01/2022,B6,B6,20409,B6,125,,,,,B6,20409,B6,N618JB,125,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,1105,1058.0,-7.0,0.0,0.0,-1.0,1100-1159,10.0,1108.0,1331.0,4.0,1415,1335.0,-40.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,190.0,157.0,143.0,1.0,1005.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
265227,2022,1,1,1,6,01/01/2022,DL,DL_CODESHARE,19790,DL,5710,,,,,YX,20452,YX,N226JQ,5710,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1109,,,,,,1100-1159,,,,,1424,,,,,,1400-1459,1.0,B,0.0,135.0,,,1.0,740.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
95791,2022,1,1,14,5,14/01/2022,AA,AA_CODESHARE,19805,AA,3674,,,,,MQ,20398,MQ,N233NN,3674,12217,1221702,30255,HSV,"Huntsville, AL",AL,1,Alabama,51,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,526,525.0,-1.0,0.0,0.0,-1.0,0001-0559,21.0,546.0,720.0,5.0,750,725.0,-25.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,144.0,120.0,94.0,1.0,603.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
393433,2022,1,1,23,7,23/01/2022,AS,AS,19930,AS,1338,,,,,AS,19930,AS,N849VA,1338,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,840,939.0,59.0,59.0,1.0,3.0,0800-0859,21.0,1000.0,1442.0,6.0,1402,1448.0,46.0,46.0,1.0,3.0,1400-1459,0.0,,0.0,202.0,189.0,162.0,1.0,1399.0,6,46.0,0.0,0.0,0.0,0.0,853.0,30.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
52675,2022,1,1,13,4,13/01/2022,DL,DL,19790,DL,933,,,,,DL,19790,DL,N3748Y,933,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,2255,2251.0,-4.0,0.0,0.0,-1.0,2200-2259,15.0,2306.0,538.0,9.0,549,547.0,-2.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,234.0,236.0,212.0,1.0,1814.0,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
326853,2022,1,1,18,2,18/01/2022,AA,AA,19805,AA,575,,,,,AA,19805,AA,N914UY,575,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,500,457.0,-3.0,0.0,0.0,-1.0,0001-0559,14.0,511.0,802.0,4.0,828,806.0,-22.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,148.0,129.0,111.0,1.0,936.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
348619,2022,1,1,20,4,20/01/2022,AA,AA,19805,AA,1208,,,,,AA,19805,AA,N301PA,1208,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,1024,1021.0,-3.0,0.0,0.0,-1.0,1000-1059,16.0,1037.0,1128.0,1.0,1150,1129.0,-21.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,206.0,188.0,171.0,1.0,1231.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
380854,2022,1,1,17,1,17/01/2022,AA,AA_CODESHARE,19805,AA,6234,,,,,PT,20427,PT,N636AE,6234,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10980,1098002,30980,CHA,"Chattanooga, TN",TN,47,Tennessee,54,1250,1313.0,23.0,23.0,1.0,1.0,1200-1259,31.0,1344.0,1432.0,3.0,1411,1435.0,24.0,24.0,1.0,1.0,1400-1459,0.0,,0.0,81.0,82.0,48.0,1.0,241.0,1,0.0,23.0,1.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
370450,2022,1,1,3,1,03/01/2022,AA,AA,19805,AA,2581,,,,,AA,19805,AA,N756US,2581,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,1120,1138.0,18.0,18.0,1.0,1.0,1100-1159,11.0,1149.0,1344.0,3.0,1337,1347.0,10.0,10.0,0.0,0.0,1300-1359,0.0,,0.0,137.0,129.0,115.0,1.0,853.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
314998,2022,1,1,15,6,15/01/2022,AA,AA,19805,AA,1637,,,,,AA,19805,AA,N109NN,1637,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1232,1227.0,-5.0,0.0,0.0,-1.0,1200-1259,15.0,1242.0,1325.0,5.0,1347,1330.0,-17.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,75.0,63.0,43.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
415958,2022,1,1,25,2,25/01/2022,B6,B6,20409,B6,1984,,,,,B6,20409,B6,N663JB,1984,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1130,1327.0,117.0,117.0,1.0,7.0,1100-1159,15.0,1342.0,1530.0,5.0,1400,1535.0,95.0,95.0,1.0,6.0,1400-1459,0.0,,0.0,150.0,128.0,108.0,1.0,944.0,4,95.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
468641,2022,1,1,28,5,28/01/2022,UA,UA_CODESHARE,19977,UA,5291,,,,,OO,20304,OO,N108SY,5291,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,600,625.0,25.0,25.0,1.0,1.0,0600-0659,24.0,649.0,712.0,7.0,701,719.0,18.0,18.0,1.0,1.0,0700-0759,0.0,,0.0,61.0,54.0,23.0,1.0,73.0,1,18.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
392797,2022,1,1,22,6,22/01/2022,AS,AS,19930,AS,782,,,,,AS,19930,AS,N921VA,782,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,905,852.0,-13.0,0.0,0.0,-1.0,0900-0959,29.0,921.0,1721.0,12.0,1725,1733.0,8.0,8.0,0.0,0.0,1700-1759,0.0,,0.0,320.0,341.0,300.0,1.0,2534.0,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
277513,2022,1,1,27,4,27/01/2022,AA,AA_CODESHARE,19805,AA,4684,,,,,YX,20452,YX,N117HQ,4684,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,538,533.0,-5.0,0.0,0.0,-1.0,0001-0559,23.0,556.0,635.0,8.0,702,643.0,-19.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,84.0,70.0,39.0,1.0,204.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
274748,2022,1,1,13,4,13/01/2022,AA,AA_CODESHARE,19805,AA,4585,,,,,YX,20452,YX,N111HQ,4585,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1355,1343.0,-12.0,0.0,0.0,-1.0,1300-1359,16.0,1359.0,1554.0,5.0,1607,1559.0,-8.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,132.0,136.0,115.0,1.0,818.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
168045,2022,1,1,10,1,10/01/2022,WN,WN,19393,WN,4460,,,,,WN,19393,WN,N8663A,4460,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,1140,1250.0,70.0,70.0,1.0,4.0,1100-1159,11.0,1301.0,1413.0,2.0,1310,1415.0,65.0,65.0,1.0,4.0,1300-1359,0.0,,0.0,90.0,85.0,72.0,1.0,480.0,2,0.0,0.0,0.0,0.0,65.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
40261,2022,1,1,11,2,11/01/2022,DL,DL,19790,DL,767,,,,,DL,19790,DL,N317DN,767,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,630,620.0,-10.0,0.0,0.0,-1.0,0600-0659,13.0,633.0,1106.0,6.0,1136,1112.0,-24.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,186.0,172.0,153.0,1.0,1299.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
502187,2022,1,1,8,6,08/01/2022,UA,UA,19977,UA,1926,,,,,UA,19977,UA,N57862,1926,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1310,1456.0,106.0,106.0,1.0,7.0,1300-1359,17.0,1513.0,1622.0,11.0,1445,1633.0,108.0,108.0,1.0,7.0,1400-1459,0.0,,0.0,95.0,97.0,69.0,1.0,414.0,2,0.0,0.0,2.0,0.0,106.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
373683,2022,1,1,28,5,28/01/2022,AA,AA_CODESHARE,19805,AA,6024,,,,,PT,20427,PT,N634AE,6024,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,2055,2044.0,-11.0,0.0,0.0,-1.0,2000-2059,17.0,2101.0,2211.0,5.0,2230,2216.0,-14.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,95.0,92.0,70.0,1.0,343.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
5986,2022,1,1,16,7,16/01/2022,DL,DL,19790,DL,1056,,,,,DL,19790,DL,N821DX,1056,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1305,1414.0,69.0,69.0,1.0,4.0,1300-1359,12.0,1426.0,1940.0,5.0,1837,1945.0,68.0,68.0,1.0,4.0,1800-1859,0.0,,0.0,212.0,211.0,194.0,1.0,1535.0,7,0.0,0.0,68.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
93066,2022,1,1,18,2,18/01/2022,AA,AA_CODESHARE,19805,AA,3558,,,,,MQ,20398,MQ,N230NN,3558,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,11423,1142307,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,2126,2125.0,-1.0,0.0,0.0,-1.0,2100-2159,20.0,2145.0,2352.0,16.0,9,8.0,-1.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,223.0,223.0,187.0,1.0,1327.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
68069,2022,1,1,8,6,08/01/2022,F9,F9,20436,F9,1743,,,,,F9,20436,F9,N322FR,1743,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,823,818.0,-5.0,0.0,0.0,-1.0,0800-0859,21.0,839.0,1038.0,5.0,1104,1043.0,-21.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,161.0,145.0,119.0,1.0,879.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
365647,2022,1,1,23,7,23/01/2022,AA,AA,19805,AA,2369,,,,,AA,19805,AA,N975AN,2369,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,630,624.0,-6.0,0.0,0.0,-1.0,0600-0659,15.0,639.0,930.0,12.0,1035,942.0,-53.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,365.0,318.0,291.0,1.0,2153.0,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
491961,2022,1,1,29,6,29/01/2022,UA,UA,19977,UA,2276,,,,,UA,19977,UA,N77865,2276,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,1743,1739.0,-4.0,0.0,0.0,-1.0,1700-1759,22.0,1801.0,2001.0,8.0,2032,2009.0,-23.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,349.0,330.0,300.0,1.0,2288.0,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
153869,2022,1,1,8,6,08/01/2022,AS,AS_CODESHARE,19930,AS,2091,,,,,QX,19687,QX,N450QX,2091,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,1240,1236.0,-4.0,0.0,0.0,-1.0,1200-1259,9.0,1245.0,1418.0,5.0,1424,1423.0,-1.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,104.0,107.0,93.0,1.0,479.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
411100,2022,1,1,17,1,17/01/2022,B6,B6,20409,B6,2473,,,,,B6,20409,B6,N183JB,2473,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1359,1358.0,-1.0,0.0,0.0,-1.0,1300-1359,18.0,1416.0,1601.0,9.0,1616,1610.0,-6.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,137.0,132.0,105.0,1.0,636.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
173953,2022,1,1,12,3,12/01/2022,WN,WN,19393,WN,4066,,,,,WN,19393,WN,N229WN,4066,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,855,853.0,-2.0,0.0,0.0,-1.0,0800-0859,8.0,901.0,1017.0,6.0,1045,1023.0,-22.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,110.0,90.0,76.0,1.0,546.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
533247,2022,1,1,13,4,13/01/2022,UA,UA,19977,UA,2096,,,,,UA,19977,UA,N453UA,2096,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,854,850.0,-4.0,0.0,0.0,-1.0,0800-0859,12.0,902.0,1006.0,5.0,1037,1011.0,-26.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,103.0,81.0,64.0,1.0,372.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
229912,2022,1,1,26,3,26/01/2022,WN,WN,19393,WN,717,,,,,WN,19393,WN,N8626B,717,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1630,1630.0,0.0,0.0,0.0,0.0,1600-1659,10.0,1640.0,1708.0,5.0,1725,1713.0,-12.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,115.0,103.0,88.0,1.0,628.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
78356,2022,1,1,13,4,13/01/2022,G4,G4,20368,G4,1406,,,,,G4,20368,G4,277NV,1406,10466,1046602,30466,AZA,"Phoenix, AZ",AZ,4,Arizona,81,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,727,713.0,-14.0,0.0,0.0,-1.0,0700-0759,10.0,723.0,1020.0,4.0,1047,1024.0,-23.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,140.0,131.0,117.0,1.0,918.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
