,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate
111554,2022,1,1,17,1,17/01/2022,AA,AA_CODESHARE,19805,AA,4283,,,,,MQ,20398,MQ,N694AE,4283,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,1050,1041.0,-9.0,0.0,0.0,-1.0,1000-1059,58.0,1139.0,1157.0,3.0,1153,1200.0,7.0,7.0,0.0,0.0,1100-1159,0.0,,0.0,63.0,79.0,18.0,1.0,67.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
273403,2022,1,1,14,5,14/01/2022,AA,AA_CODESHARE,19805,AA,4545,,,,,YX,20452,YX,N444YX,4545,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1337,1332.0,-5.0,0.0,0.0,-1.0,1300-1359,15.0,1347.0,1432.0,23.0,1459,1455.0,-4.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,82.0,83.0,45.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
430794,2022,1,1,6,4,06/01/2022,AA,AA_CODESHARE,19805,AA,3199,,,,,OO,20304,OO,N712SK,3199,15323,1532305,35323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,530,522.0,-8.0,0.0,0.0,-1.0,0001-0559,31.0,553.0,721.0,25.0,738,746.0,8.0,8.0,0.0,0.0,0700-0759,0.0,,0.0,188.0,204.0,148.0,1.0,868.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
312790,2022,1,1,4,2,04/01/2022,AA,AA,19805,AA,1566,,,,,AA,19805,AA,N970NN,1566,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1910,1942.0,32.0,32.0,1.0,2.0,1900-1959,22.0,2004.0,2142.0,12.0,2117,2154.0,37.0,37.0,1.0,2.0,2100-2159,0.0,,0.0,127.0,132.0,98.0,1.0,700.0,3,29.0,0.0,5.0,0.0,3.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
398305,2022,1,1,12,3,12/01/2022,B6,B6,20409,B6,583,,,,,B6,20409,B6,N2102J,583,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,730,724.0,-6.0,0.0,0.0,-1.0,0700-0759,23.0,747.0,1001.0,9.0,1037,1010.0,-27.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,187.0,166.0,134.0,1.0,944.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
556936,2022,1,1,18,2,18/01/2022,UA,UA_CODESHARE,19977,UA,6336,,,,,YV,20378,YV,N85320,6336,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1300,,,,,,1300-1359,,,,,1532,,,,,,1500-1559,1.0,A,0.0,212.0,,,1.0,1117.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
122833,2022,1,1,7,5,07/01/2022,NK,NK,20416,NK,297,,,,,NK,20416,NK,N627NK,297,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,1105,,,,,,1100-1159,,,,,1429,,,,,,1400-1459,1.0,B,0.0,204.0,,,1.0,1185.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
446057,2022,1,1,5,3,05/01/2022,AS,AS_CODESHARE,19930,AS,3339,,,,,OO,20304,OO,N403SY,3339,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,700,727.0,27.0,27.0,1.0,1.0,0700-0759,11.0,738.0,952.0,12.0,948,1004.0,16.0,16.0,1.0,1.0,0900-0959,0.0,,0.0,108.0,97.0,74.0,1.0,630.0,3,16.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
154169,2022,1,1,9,7,09/01/2022,AS,AS_CODESHARE,19930,AS,2166,,,,,QX,19687,QX,N626QX,2166,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,14262,1426204,34262,PSP,"Palm Springs, CA",CA,6,California,91,1305,1321.0,16.0,16.0,1.0,1.0,1300-1359,7.0,1328.0,1409.0,3.0,1407,1412.0,5.0,5.0,0.0,0.0,1400-1459,0.0,,0.0,122.0,111.0,101.0,1.0,672.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
178412,2022,1,1,21,5,21/01/2022,WN,WN,19393,WN,480,,,,,WN,19393,WN,N950WN,480,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,2040,2034.0,-6.0,0.0,0.0,-1.0,2000-2059,12.0,2046.0,2217.0,5.0,2250,2222.0,-28.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,130.0,108.0,91.0,1.0,759.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
67989,2022,1,1,8,6,08/01/2022,F9,F9,20436,F9,2291,,,,,F9,20436,F9,N213FR,2291,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,845,1105.0,140.0,140.0,1.0,9.0,0800-0859,26.0,1131.0,1348.0,12.0,1152,1400.0,128.0,128.0,1.0,8.0,1100-1159,0.0,,0.0,187.0,175.0,137.0,1.0,1013.0,5,128.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
560633,2022,1,1,9,7,09/01/2022,AA,AA_CODESHARE,19805,AA,5821,,,,,YV,20378,YV,N242LR,5821,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11540,1154005,30615,ELP,"El Paso, TX",TX,48,Texas,74,2105,2348.0,163.0,163.0,1.0,10.0,2100-2159,13.0,1.0,22.0,3.0,2154,25.0,151.0,151.0,1.0,10.0,2100-2159,0.0,,0.0,109.0,97.0,81.0,1.0,551.0,3,151.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
232011,2022,1,1,26,3,26/01/2022,WN,WN,19393,WN,1470,,,,,WN,19393,WN,N446WN,1470,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1620,1618.0,-2.0,0.0,0.0,-1.0,1600-1659,6.0,1624.0,1705.0,5.0,1720,1710.0,-10.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,60.0,52.0,41.0,1.0,237.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
221234,2022,1,1,18,2,18/01/2022,WN,WN,19393,WN,842,,,,,WN,19393,WN,N282WN,842,14679,1467903,33570,SAN,"San Diego, CA",CA,6,California,91,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,1840,1837.0,-3.0,0.0,0.0,-1.0,1800-1859,8.0,1845.0,1959.0,3.0,2015,2002.0,-13.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,95.0,85.0,74.0,1.0,480.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
227232,2022,1,1,25,2,25/01/2022,WN,WN,19393,WN,1653,,,,,WN,19393,WN,N8803L,1653,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1915,1909.0,-6.0,0.0,0.0,-1.0,1900-1959,11.0,1920.0,1935.0,4.0,2010,1939.0,-31.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,115.0,90.0,75.0,1.0,483.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
230896,2022,1,1,26,3,26/01/2022,WN,WN,19393,WN,1604,,,,,WN,19393,WN,N8570W,1604,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,2035,2035.0,0.0,0.0,0.0,0.0,2000-2059,10.0,2045.0,11.0,3.0,35,14.0,-21.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,180.0,159.0,146.0,1.0,1167.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
364625,2022,1,1,17,1,17/01/2022,AA,AA,19805,AA,1490,,,,,AA,19805,AA,N938NN,1490,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,729,726.0,-3.0,0.0,0.0,-1.0,0700-0759,21.0,747.0,959.0,4.0,1053,1003.0,-50.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,264.0,217.0,192.0,1.0,1389.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
542855,2022,1,1,17,1,17/01/2022,UA,UA_CODESHARE,19977,UA,3855,,,,,ZW,20046,ZW,N415AW,3855,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1055,1053.0,-2.0,0.0,0.0,-1.0,1000-1059,12.0,1105.0,1137.0,13.0,1205,1150.0,-15.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,70.0,57.0,32.0,1.0,109.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
383494,2022,1,1,5,3,05/01/2022,AS,AS,19930,AS,543,,,,,AS,19930,AS,N364VA,543,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,2110,2125.0,15.0,15.0,1.0,1.0,2100-2159,15.0,2140.0,2346.0,4.0,2343,2350.0,7.0,7.0,0.0,0.0,2300-2359,0.0,,0.0,153.0,145.0,126.0,1.0,834.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
169409,2022,1,1,11,2,11/01/2022,WN,WN,19393,WN,4131,,,,,WN,19393,WN,N718SW,4131,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,1920,1913.0,-7.0,0.0,0.0,-1.0,1900-1959,7.0,1920.0,2016.0,4.0,2045,2020.0,-25.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,85.0,67.0,56.0,1.0,359.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
232444,2022,1,1,27,4,27/01/2022,WN,WN,19393,WN,2182,,,,,WN,19393,WN,N8702L,2182,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,2110,2223.0,73.0,73.0,1.0,4.0,2100-2159,11.0,2234.0,48.0,5.0,2340,53.0,73.0,73.0,1.0,4.0,2300-2359,0.0,,0.0,150.0,150.0,134.0,1.0,822.0,4,0.0,0.0,0.0,0.0,73.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
146064,2022,1,1,25,2,25/01/2022,AA,AA_CODESHARE,19805,AA,5518,,,,,OH,20397,OH,N712PS,5518,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,10980,1098002,30980,CHA,"Chattanooga, TN",TN,47,Tennessee,54,1344,1333.0,-11.0,0.0,0.0,-1.0,1300-1359,28.0,1401.0,1531.0,2.0,1546,1533.0,-13.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,122.0,120.0,90.0,1.0,523.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
563188,2022,1,1,14,5,14/01/2022,AA,AA_CODESHARE,19805,AA,5939,,,,,YV,20378,YV,N916FJ,5939,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14730,1473004,33044,SDF,"Louisville, KY",KY,21,Kentucky,52,2040,2036.0,-4.0,0.0,0.0,-1.0,2000-2059,13.0,2049.0,2321.0,12.0,2345,2333.0,-12.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,125.0,117.0,92.0,1.0,733.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
441191,2022,1,1,3,1,03/01/2022,UA,UA_CODESHARE,19977,UA,5863,,,,,OO,20304,OO,N863AS,5863,11603,1160302,31603,EUG,"Eugene, OR",OR,41,Oregon,92,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1250,1314.0,24.0,24.0,1.0,1.0,1200-1259,9.0,1323.0,1626.0,8.0,1637,1634.0,-3.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,167.0,140.0,123.0,1.0,996.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
248919,2022,1,1,17,1,17/01/2022,WN,WN,19393,WN,1690,,,,,WN,19393,WN,N8634A,1690,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,1630,1631.0,1.0,1.0,0.0,0.0,1600-1659,6.0,1637.0,1818.0,10.0,1845,1828.0,-17.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,135.0,117.0,101.0,1.0,687.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
56824,2022,1,1,14,5,14/01/2022,DL,DL,19790,DL,2909,,,,,DL,19790,DL,N320US,2909,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14307,1430705,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,1008,1002.0,-6.0,0.0,0.0,-1.0,1000-1059,22.0,1024.0,1225.0,6.0,1226,1231.0,5.0,5.0,0.0,0.0,1200-1259,0.0,,0.0,138.0,149.0,121.0,1.0,903.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
428336,2022,1,1,28,5,28/01/2022,AA,AA_CODESHARE,19805,AA,3223,,,,,OO,20304,OO,N713EV,3223,11413,1141307,30285,DRO,"Durango, CO",CO,8,Colorado,82,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,600,604.0,4.0,4.0,0.0,0.0,0600-0659,24.0,628.0,855.0,12.0,923,907.0,-16.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,143.0,123.0,87.0,1.0,674.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
397729,2022,1,1,16,7,16/01/2022,B6,B6,20409,B6,1754,,,,,B6,20409,B6,N2016J,1754,14843,1484306,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1330,1324.0,-6.0,0.0,0.0,-1.0,1300-1359,19.0,1343.0,1540.0,8.0,1523,1548.0,25.0,25.0,1.0,1.0,1500-1559,0.0,,0.0,173.0,204.0,177.0,1.0,1046.0,5,0.0,0.0,25.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
89471,2022,1,1,6,4,06/01/2022,HA,HA,19690,HA,235,,,,,HA,19690,HA,,235,13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,12173,1217305,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1205,,,,,,1200-1259,,,,,1245,,,,,,1200-1259,1.0,A,0.0,40.0,,,1.0,100.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
325914,2022,1,1,29,6,29/01/2022,AA,AA,19805,AA,2948,,,,,AA,19805,AA,N709UW,2948,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,2214,2234.0,20.0,20.0,1.0,1.0,2200-2259,14.0,2248.0,5.0,6.0,2357,11.0,14.0,14.0,0.0,0.0,2300-2359,0.0,,0.0,103.0,97.0,77.0,1.0,489.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
338281,2022,1,1,26,3,26/01/2022,AA,AA,19805,AA,1907,,,,,AA,19805,AA,N93003,1907,12012,1201205,32012,GUC,"Gunnison, CO",CO,8,Colorado,82,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1248,1238.0,-10.0,0.0,0.0,-1.0,1200-1259,10.0,1248.0,1515.0,4.0,1550,1519.0,-31.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,122.0,101.0,87.0,1.0,678.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
311186,2022,1,1,6,4,06/01/2022,AA,AA,19805,AA,530,,,,,AA,19805,AA,N976AN,530,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,525,522.0,-3.0,0.0,0.0,-1.0,0001-0559,12.0,534.0,735.0,11.0,800,746.0,-14.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,155.0,144.0,121.0,1.0,603.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
59966,2022,1,1,27,4,27/01/2022,DL,DL,19790,DL,400,,,,,DL,19790,DL,N807DN,400,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1725,1724.0,-1.0,0.0,0.0,-1.0,1700-1759,13.0,1737.0,2230.0,6.0,2259,2236.0,-23.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,214.0,192.0,173.0,1.0,1590.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
144639,2022,1,1,31,1,31/01/2022,AA,AA_CODESHARE,19805,AA,5471,,,,,OH,20397,OH,N531EG,5471,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,700,703.0,3.0,3.0,0.0,0.0,0700-0759,33.0,736.0,832.0,11.0,836,843.0,7.0,7.0,0.0,0.0,0800-0859,0.0,,0.0,96.0,100.0,56.0,1.0,363.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
102595,2022,1,1,22,6,22/01/2022,AA,AA_CODESHARE,19805,AA,3961,,,,,MQ,20398,MQ,N282NN,3961,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1957,1955.0,-2.0,0.0,0.0,-1.0,1900-1959,11.0,2006.0,2123.0,6.0,2141,2129.0,-12.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,104.0,94.0,77.0,1.0,489.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
393504,2022,1,1,24,1,24/01/2022,AS,AS,19930,AS,32,,,,,AS,19930,AS,N524AS,32,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,725,722.0,-3.0,0.0,0.0,-1.0,0700-0759,20.0,742.0,1502.0,4.0,1534,1506.0,-28.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,309.0,284.0,260.0,1.0,2378.0,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
350017,2022,1,1,30,7,30/01/2022,AA,AA,19805,AA,2043,,,,,AA,19805,AA,N653AW,2043,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1324,1313.0,-11.0,0.0,0.0,-1.0,1300-1359,10.0,1323.0,1431.0,5.0,1514,1436.0,-38.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,110.0,83.0,68.0,1.0,460.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
296526,2022,1,1,6,4,06/01/2022,DL,DL_CODESHARE,19790,DL,5229,,,,,9E,20363,9E,N668CA,5229,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1224,1224.0,0.0,0.0,0.0,0.0,1200-1259,13.0,1237.0,1224.0,7.0,1240,1231.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,76.0,67.0,47.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
278293,2022,1,1,3,1,03/01/2022,AA,AA_CODESHARE,19805,AA,4711,,,,,YX,20452,YX,N126HQ,4711,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1040,,,,,,1000-1059,,,,,1148,,,,,,1100-1159,1.0,B,0.0,68.0,,,1.0,227.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
100291,2022,1,1,10,1,10/01/2022,AA,AA_CODESHARE,19805,AA,3875,,,,,MQ,20398,MQ,N687JS,3875,15401,1540103,35401,TXK,"Texarkana, AR",AR,5,Arkansas,71,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1027,1022.0,-5.0,0.0,0.0,-1.0,1000-1059,9.0,1031.0,1115.0,22.0,1140,1137.0,-3.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,73.0,75.0,44.0,1.0,181.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
410580,2022,1,1,17,1,17/01/2022,B6,B6,20409,B6,178,,,,,B6,20409,B6,N929JB,178,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1215,1238.0,23.0,23.0,1.0,1.0,1200-1259,17.0,1255.0,2027.0,5.0,2014,2032.0,18.0,18.0,1.0,1.0,2000-2059,0.0,,0.0,299.0,294.0,272.0,1.0,2381.0,10,18.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
4363,2022,1,1,15,6,15/01/2022,DL,DL,19790,DL,1352,,,,,DL,19790,DL,N127DU,1352,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1515,1519.0,4.0,4.0,0.0,0.0,1500-1559,13.0,1532.0,1609.0,4.0,1620,1613.0,-7.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,125.0,114.0,97.0,1.0,599.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
301748,2022,1,1,16,7,16/01/2022,DL,DL_CODESHARE,19790,DL,5454,,,,,9E,20363,9E,N912XJ,5454,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,2050,2108.0,18.0,18.0,1.0,1.0,2000-2059,92.0,2240.0,2331.0,3.0,2232,2334.0,62.0,62.0,1.0,4.0,2200-2259,0.0,,0.0,162.0,206.0,111.0,1.0,812.0,4,0.0,18.0,44.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
